id,latitude,longitude,name,full_address,city,state,phone_number,timings,services_offered,,,,,
7.49E+09,11.87038,75.40182,Mukkam Tyres,"Mukkam Tyres & Multi Brand Alignment Plaza, Main Road, Iritty, Kannur, Kerala 670703",Iritty,Kerala,+91 490 247 5678,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.52E+09,12.06549,75.2604,Mandur Tyres,"Mandur Highway Puncture Corner, Sullia-Janthigoli Road, Mandur, Mangaluru, Karnataka 574239",Mangaluru,Karnataka,+91 4985 223456,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
7.52E+09,11.75193,75.4861,Tyre Repairing,"Tyre Repairing Hub & Vulcanizing Unit, National Highway 66, Payyanur, Kerala 670307",Payyanur,Kerala,+91 490 247 1122,08:30 AM - 08:30 PM,"Puncture repair, Tube repair",,,,,
7.52E+09,12.07205,75.25934,"Tyre World,Pilathara","Tyre World Multi Brand Lounge, Iritty Road, Mattannur, Kannur, Kerala 670702",Mattannur,Kerala,+91 4985 221234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.52E+09,12.05755,75.26381,Tyre works,"Tyre Works & Tubeless Patch Corner, Thalassery Road, Mattannur, Kerala 670702",Mattannur,Kerala,+91 94460 12345,08:00 AM - 09:00 PM,"Puncture repair, Tubeless repair",,,,,
7.52E+09,12.08363,75.25623,Pilathara Tyres,"Pilathara Tyre Center & Alignment Plaza, National Highway 66, Pilathara, Kerala 670504",Pilathara,Kerala,+91 4985 223456,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.52E+09,12.03657,75.26536,Wheeltech Tyres,"Wheeltech 3D Wheel Alignment Lounge, Airport Road, Mattannur, Kerala 670702",Mattannur,Kerala,+91 4985 225678,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.52E+09,12.10336,75.2276,Trackzone,"Trackzone Multi Brand Tyre Showroom, Main Road, Payyanur, Kerala 670307",Payyanur,Kerala,+91 4985 227890,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.52E+09,12.10258,75.2283,Tyre World Payyanur,"Tyre World & Wheel Realignment Plaza, Main Road, Payyanur, Kerala 670307",Payyanur,Kerala,+91 4985 229012,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.52E+09,12.10362,75.22716,Supriya tyre works,"Supriya Tyres Multi Brand Junction, Perumba, Payyanur, Kerala 670307",Payyanur,Kerala,+91 4985 231111,08:30 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.75E+09,11.96718,75.52048,Krishna Tyre Works,"Krishna Tyres & Tubeless Patch Hub, Main Road, Sreekandapuram, Kerala 670631",Sreekandapuram,Kerala,+91 490 247 5678,09:00 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
8.28E+09,11.72453,76.0782,Bharath Tyres & 3D Wheel Alignment,"Bharath Tyres & Wheel Realignment Lounge, Main Road, Mananthavady, Wayanad, Kerala 670645",Mananthavady,Kerala,+91 4936 221234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
8.31E+09,13.69104,75.25325,Suraksha Tyre Care,"Suraksha Tyres & Retreading Plaza, National Highway 66, Karwar, Karnataka 581301",Karwar,Karnataka,+91 8258 221234,08:30 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
8.69E+09,12.18968,75.17732,"Yokohoma Tyres, Anoor","Yokohama Club Network - Sai Tyres, Main Road, Payyanur, Kerala 670307",Payyanur,Kerala,+91 467 228 1234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
8.79E+09,12.10254,75.19876,Perumal tyres,"Perumal Tyres & Vulcanizing Corner, Main Road, Payyanur, Kerala 670307",Payyanur,Kerala,+91 467 221 1234,09:00 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
8.79E+09,12.10821,75.21432,Tyre works,"Tyre Works & Heavy Vulcanizing Hub, Perumba, Payyanur, Kerala 670307",Payyanur,Kerala,+91 94465 67890,08:30 AM - 08:30 PM,"Puncture repair, Tube repair",,,,,
8.79E+09,12.11115,75.21883,MRF tyres,"MRF T&S - Exclusive Showroom, National Highway 66, Payyanur, Kerala 670307",Payyanur,Kerala,+91 4985 241234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
8.79E+09,12.10926,75.21687,Miraj Tyres,"Miraj Tyres & Multi Brand Realignment Lounge, Main Road, Payyanur, Kerala 670307",Payyanur,Kerala,+91 4985 242345,09:00 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
8.79E+09,12.086,75.25481,GK Tyre Dealer,"GK Tyre Destination & Alignment Plaza, Iritty Road, Mattannur, Kerala 670702",Mattannur,Kerala,+91 4985 224455,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
8.79E+09,12.08387,75.25657,Maya Tyres,"Maya Tyres Multi Brand Showroom, Thalassery Road, Mattannur, Kerala 670702",Mattannur,Kerala,+91 4985 226677,09:00 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
8.81E+09,12.45815,75.05861,tire service,"Tire Service Point & Tubeless Patch Hub, Sullia Road, Mani, Mangaluru, Karnataka 574223",Mangaluru,Karnataka,+91 467 220 1234,08:30 AM - 08:30 PM,"Puncture repair, Tube repair",,,,,
8.85E+09,11.99673,75.44006,Sreekrishna Tyreworks,"Sreekrishn Tyres & Vulcanizing Plaza, Main Road, Sreekandapuram, Kerala 670631",Sreekandapuram,Kerala,+91 490 247 8899,09:00 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
9.09E+09,11.59964,75.61448,Vijaya,"Gundlupet Highway Puncture Corner, Ooty Road, Gundlupet, Chamarajanagar, Karnataka 571111",Gundlupet,Karnataka,+91 496 251 1234,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
9.77E+09,12.10936,75.21728,Wheen Tech,"Wheen Tech Multi Brand Tyre Care, Perumba, Payyanur, Kerala 670307",Payyanur,Kerala,+91 4985 245678,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.77E+09,12.11141,75.21855,Apollo,"Apollo Tyres - Sri Vinayaka Wheel Alignment, National Highway 66, Payyanur, Kerala 670307",Payyanur,Kerala,+91 4985 246789,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.77E+09,12.11333,75.21838,Good Year Auto Care,"Good Year Wheel Care - Exclusive Showroom, Main Road, Payyanur, Kerala 670307",Payyanur,Kerala,+91 4985 247890,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.79E+09,12.51008,75.04486,Anatha Tyre Work,"Anatha Tyres & Retreading House, B C Road, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 467 220 5678,09:00 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
9.79E+09,12.51018,75.04412,Sri Venkateshwara tyre retreaders,"Sri Venkateswara Tyre Corner & Tubeless Repair, Main Road, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 467 220 6789,08:30 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.79E+09,12.51008,75.04511,GoodYear,"GoodYear Airport Road Wheel Care Lounge, B C Road, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 467 220 7890,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.79E+09,12.51748,75.01649,Apollo Tyres,"Apollo Tyres - Grand Wheel Care, National Highway 73, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 467 221 7890,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.79E+09,12.51326,75.00536,TYPRE PUNCTURING AND REFITING,"TYRE PUNCTURE SHOP & Vulcanizing Station, B C Road, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 94468 23456,24 Hours,"Puncture repair, Emergency roadside assistance",,,,,
9.79E+09,12.51749,75.01682,MRF DEALER,"MRF DEALER - Exclusive Showroom, Main Road, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 467 221 8899,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.79E+09,12.5143,75.00751,KWALITY TRADERS WHEEL ALIGNMENT,"KWALITY TYRES Multi Brand Showroom, National Highway 73, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 467 220 9900,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
9.79E+09,12.51354,75.00156,YOGIS TYRE HOUSE,"YOGIS TYRES & Wheel Realignment Plaza, Mysore-Mangalore Highway, Bantwal, Karnataka 574211",Bantwal,Karnataka,+91 467 220 4455,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.79E+09,12.5123,74.99881,AUTO BAZAR,"AUTO BAZAR Tyre & Alloy Wheel Lounge, B C Road, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 4994 221122,09:00 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
9.79E+09,12.51252,74.99897,Good Year Auto Care,"Good Year Exclusive - Sri Vinayaka Alignment, Main Road, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 4994 223344,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.79E+09,12.583,75.07528,ceat,"CEAT Shoppe - Royal Tyre Care Plaza, Mysore-Mangalore Highway, Bantwal, Karnataka 574211",Bantwal,Karnataka,+91 467 228 5678,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.79E+09,12.58952,75.07298,Apollo Tyres,"Apollo Tyres - Sri Lakshmi Alignment Plaza, B C Road, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 467 228 7890,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
9.79E+09,12.58978,75.07329,navashakthi tires,"Navashakthi Tyres Multi Brand Junction, National Highway 73, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 94469 12345,08:30 AM - 08:30 PM,"Puncture repair, Tube repair",,,,,
9.79E+09,12.5174,75.01979,Malanad Tyres,"Malanad Tyres & Vulcanizing Corner, B C Road, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 467 221 5566,09:00 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
1.10E+10,15.33358,74.01457,Konkan Tyres,"Konkan Tyres & Tubeless Patch Hub, Ponda-Panaji Road, Ponda, Goa 403401",Ponda,Goa,+91 832 273 1234,08:30 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.13E+10,13.01206,76.1262,MRF,"MRF T&S - Exclusive Showroom, B M Road, Hassan, Karnataka 573201",Hassan,Karnataka,+91 8172 234567,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.13E+10,13.02632,76.10745,Maruthi Tyres,"Maruthi Tyres & Wheel Realignment Plaza, Main Road, Hassan, Karnataka 573201",Hassan,Karnataka,+91 8172 245678,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.13E+10,13.01904,76.11358,M S Tyres,"M S Tyres Multi Brand Hub, Mangalore-Bangalore Highway, Hassan, Karnataka 573201",Hassan,Karnataka,+91 8172 256789,08:30 AM - 08:30 PM,"Puncture repair, Tyre replacement",,,,,
1.14E+10,13.00263,76.11114,Sri Jenukal Siddeshwara Multi Brand Tyres,"Sri Jenukal Tyres & Vulcanizing Station, Belur Road, Hassan, Karnataka 573201",Hassan,Karnataka,+91 98454 56789,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.14E+10,12.94849,77.59332,Right Tyres,"Right Tyres & Multi Brand Realignment, Kudlu Gate, Hosur Road, Bengaluru, Karnataka 560068",Bengaluru,Karnataka,+91 80 4124 5678,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.19E+10,14.62892,74.84166,Mahasala Auto,"Mahasala Tyres & Heavy Vulcanizing Station, Pune-Bengaluru Highway, Harihar, Davanagere, Karnataka 577601",Harihar,Karnataka,+91 8389 223456,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
1.24E+10,12.19196,75.16903,Nandana Tyre Works,"Nandana Tyres & Vulcanizing Station, Mysore-Gundlupet Road, Gundlupet, Karnataka 571111",Gundlupet,Karnataka,+91 467 228 1234,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
1.26E+10,14.49122,76.41035,Tractors Garage and Puncher shop,"Tractors & Heavy Vehicle Tyre Works, Pune-Bengaluru Highway, Harihar, Davanagere, Karnataka 577601",Harihar,Karnataka,+91 8196 223456,08:00 AM - 08:00 PM,"Puncture repair, Heavy vehicle tyre service",,,,,
1.27E+10,12.95619,77.7324,Bridgestone Tyres World,"Bridgestone Select - Sri Vinayaka Wheel Care, ITPL Main Road, Brookefield, Bengaluru, Karnataka 560037",Bengaluru,Karnataka,+91 80 4116 2345,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.29E+10,12.91034,77.59492,Puncture Star Services,"Puncture Shop & Emergency Tubeless Repair, Singasandra, Hosur Road, Bengaluru, Karnataka 560068",Bengaluru,Karnataka,+91 98440 12345,08:00 AM - 10:00 PM,"Puncture repair, Tube repair",,,,,
1.30E+10,12.93742,77.74879,MD Tyres & Batteries,"MD Tyres & Multi Brand Wheel Realignment Lounge, Whitefield Main Road, Bengaluru, Karnataka 560066",Bengaluru,Karnataka,+91 80 2843 5678,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.30E+10,12.36842,75.24414,St. Thomas tyre works,"St. Thomas Tyres & Retreading Plaza, Mysore-Gundlupet Road, Gundlupet, Karnataka 571111",Gundlupet,Karnataka,+91 4994 260123,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
1.30E+10,12.95661,77.74433,Michelin,"Michelin Tyres - United Tyre Care Lounge, Varthur Road, Marathahalli, Bengaluru, Karnataka 560037",Bengaluru,Karnataka,+91 80 4125 7890,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.31E+10,12.76461,77.79214,M.R. Tyres,"M.R. Tyres & Vulcanizing Corner, Attibele Main Road, Hosur Road, Bengaluru, Karnataka 562107",Bengaluru,Karnataka,+91 80 2782 1234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.33E+10,12.11386,75.21731,Saniya Tyres,"Saniya Tyres & Tubeless Patch Hub, Mysore-Gundlupet Road, Gundlupet, Karnataka 571111",Gundlupet,Karnataka,+91 4985 241122,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
1.33E+10,12.93581,77.69192,puncture,"Puncture Corner & Emergency Tubeless Repair, Bannerghatta Road, Hulimavu, Bengaluru, Karnataka 560076",Bengaluru,Karnataka,+91 98441 23456,24 Hours,"Puncture repair, Tubeless repair",,,,,
1.37E+10,12.31044,76.29552,MRF,"MRF T&S - Exclusive Showroom, Mysore Road, Hunsur, Mysuru, Karnataka 571105",Hunsur,Karnataka,+91 821 241 1234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.37E+10,12.31122,76.29415,Apollo Tyres,"Apollo Tyres - Sri Vinayaka Wheel Alignment Plaza, Main Road, Hunsur, Mysuru, Karnataka 571105",Hunsur,Karnataka,+91 821 241 5678,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.99E+08,11.98747,75.54161,choice wheel,"Choice Wheel Care & Multi Brand Tyre Lounge, Main Road, Sreekandapuram, Kerala 670631",Sreekandapuram,Kerala,+91 490 247 1234,08:30 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.99E+08,12.50674,75.09487,tyre store,"Tyre Store Multi Brand Showroom, B C Road, Bantwal, Mangaluru, Karnataka 574211",Mangaluru,Karnataka,+91 467 220 1234,09:00 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
7.99E+08,12.42197,75.02188,wheels,"Wheels Tyre Plaza & Multi Brand Realignment, Mysore-Mangalore Highway, Mani, Karnataka 574223",Mani,Karnataka,+91 467 223 4567,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing",,,,,
8.02E+08,12.31494,75.08985,Ferrari Tyre Clinic,"Ferrari Tyre Service & 3D Wheel Alignment Lounge, Mangalore-Bangalore Highway, Mani, Karnataka 574223",Mani,Karnataka,+91 467 228 1122,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
8.02E+08,12.01978,75.36878,JK Tyres,"JK Tyres Steel Wheels - Sri Vinayaka Wheel Care, Thalassery Road, Mattannur, Kannur, Kerala 670702",Mattannur,Kerala,+91 4985 221234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
8.05E+08,12.02319,75.36751,tire world,"Tire World Multi Brand Showroom, Airport Road, Mattannur, Kannur, Kerala 670702",Mattannur,Kerala,+91 4985 223456,08:30 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
8.05E+08,12.0244,75.3674,dj rire works,"DJ Tyre Works & Emergency Puncture Point, Thalassery Road, Mattannur, Kannur, Kerala 670702",Mattannur,Kerala,+91 94460 12345,08:00 AM - 09:00 PM,"Puncture repair, Tubeless repair",,,,,
9.44E+08,12.07011,75.25943,Three Star Tyre Works,"Three Star Tyres & Vulcanizing Lounge, Thalassery Road, Mattannur, Kannur, Kerala 670702",Mattannur,Kerala,+91 4985 225678,09:00 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
9.51E+08,11.99759,75.29282,New Tyre World,"New Tyre World Multi Brand Plaza, Main Road, Sreekandapuram, Kannur, Kerala 670631",Sreekandapuram,Kerala,+91 4985 227890,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.07E+09,11.96022,75.38898,Tire Store,"Tire Store Multi Brand Showroom, National Highway 66, Pilathara, Kannur, Kerala 670504",Pilathara,Kerala,+91 490 247 1234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
1.45E+09,12.24351,75.13783,Malabar tyres,"Malabar Tyres & Retreading House, National Highway 66, Payyanur, Kannur, Kerala 670307",Payyanur,Kerala,+91 467 220 1234,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
3.81E+09,9.425743,76.85339,Automobile Workshop,"Automobile Tyre Service Clinic, Kanjirappally Road, Kanjirappally, Kottayam, Kerala 686507",Kanjirappally,Kerala,+91 94472 34567,08:30 AM - 08:30 PM,"Puncture repair, General service",,,,,
4.31E+09,10.67233,76.07892,Sree Durga Tyres,"Sree Durga Tyres & Multi Brand Realignment, Calicut Road, Perinthalmanna, Malappuram, Kerala 679322",Perinthalmanna,Kerala,+91 487 255 1234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
4.31E+09,10.88475,76.07133,Kerala Tyres,"Kerala Tyres & Retreading House, Pattambi Road, Perinthalmanna, Malappuram, Kerala 679322",Perinthalmanna,Kerala,+91 494 268 1234,09:00 AM - 08:30 PM,"Puncture repair, Tyre replacement",,,,,
4.32E+09,10.63466,76.14482,J five tyre works;Photo,"J five tyre works & Tubeless Patch Hub, Calicut Road, Perinthalmanna, Malappuram, Kerala 679322",Perinthalmanna,Kerala,+91 487 254 5678,08:30 AM - 08:30 PM,"Puncture repair, Tubeless repair",,,,,
4.49E+09,11.12279,76.12642,Appolo Tyres,"Apollo Tyres - Grand Wheel Care Plaza, Calicut Road, Nilambur, Malappuram, Kerala 679329",Nilambur,Kerala,+91 4933 221234,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
5.31E+09,10.62122,76.12217,MY R F tyres & service,"MY R F tyres & Tubeless Patch Hub, Calicut Road, Perinthalmanna, Malappuram, Kerala 679322",Perinthalmanna,Kerala,+91 487 252 1234,08:30 AM - 08:30 PM,"Puncture repair, Tube vulcanizing",,,,,
5.36E+09,11.42016,75.83138,Vivad tyres retreading,"Vivad tyres & Wheel Alignment Lounge, Calicut Road, Edavanna, Malappuram, Kerala 676541",Edavanna,Kerala,+91 495 243 1234,09:00 AM - 08:30 PM,"Puncture repair, Tyre replacement",,,,,
5.36E+09,11.42468,75.83168,ABR Tyres Electronic Retreading,"ABR Tyres Plaza & Multi Brand Realignment, Main Road, Edavanna, Malappuram, Kerala 676541",Edavanna,Kerala,+91 495 243 5678,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.07E+09,10.65221,76.06956,C.K. Thavoo & Co.,"C.K. Thavote Tyres & Multi Brand Alignment, Pattambi Road, Cherpulassery, Palakkad, Kerala 679503",Cherpulassery,Kerala,+91 487 252 5678,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
7.08E+09,10.6605,76.07308,Omega Tyres Wheel Store,"Omega Tyres & Tubeless Patch Corner, Perinthalmanna Road, Cherpulassery, Kerala 679503",Cherpulassery,Kerala,+91 487 252 9012,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing",,,,,
7.08E+09,10.65001,76.06639,Apollo Tyres,"Apollo Tyres - Sri Lakshmi Wheel Care, Ottapalam Road, Cherpulassery, Palakkad, Kerala 679503",Cherpulassery,Kerala,+91 487 253 1122,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.08E+09,10.66342,76.10133,Filjo Tyre Works,"Filjo Tyre Works & Heavy Vulcanizing Hub, Shornur Road, Wadakkanchery, Thrissur, Kerala 680582",Wadakkanchery,Kerala,+91 94463 45678,08:00 AM - 09:00 PM,"Puncture repair, Tube repair",,,,,
7.08E+09,10.63098,76.08853,Deva Tyre,"Deva Tyre & Wheel Realignment Plaza, Main Road, Shornur, Palakkad, Kerala 679121",Shornur,Kerala,+91 94464 56789,24 Hours,"Puncture repair, Emergency support",,,,,
7.08E+09,10.43999,76.09496,Krishna Tyre Shop,"Krishna Tyres Multi Brand Showroom, Main Road, Chelakkara, Thrissur, Kerala 680586",Chelakkara,Kerala,+91 94465 67890,08:30 AM - 08:30 PM,"Puncture repair, Tube patching",,,,,
7.08E+09,10.49357,76.067,Maruthi Tyres,"Maruthi Tyres & Vulcanizing Clinic, Pazhayannur Road, Chelakkara, Thrissur, Kerala 680586",Chelakkara,Kerala,+91 487 239 1234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing",,,,,
7.08E+09,10.60094,76.06013,Mid Way Tyres,"Mid Way Tyres & Emergency Puncture Point, Ottapalam Road, Shornur, Kerala 679121",Shornur,Kerala,+91 94466 78901,08:00 AM - 10:00 PM,"Puncture repair, Tubeless repair",,,,,
7.08E+09,10.45916,76.08522,Veeran tyres,"Veeran tyres & Retreading Plaza, Main Road, Cherpulassery, Palakkad, Kerala 679503",Cherpulassery,Kerala,+91 94467 89012,08:00 AM - 09:00 PM,"Puncture repair, Tube vulcanizing",,,,,
7.08E+09,10.59248,76.15815,C V Tyres Mundur,"C V Tyres Multi Brand Hub, Pattambi Road, Kunnamkulam, Thrissur, Kerala 680503",Kunnamkulam,Kerala,+91 487 230 4567,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.08E+09,10.6166,76.12503,Soumya Tyres,"Soumya Tyres & Wheel Realignment Lounge, Shornur Road, Wadakkanchery, Kerala 680582",Wadakkanchery,Kerala,+91 487 252 4455,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
7.11E+09,10.58713,76.15857,Aswin Enterprises Vechicles Pollution Testing Center,"Aswin Enterprises - Multi Brand Tyre Lounge, Main Road, Kunnamkulam, Kerala 680503",Kunnamkulam,Kerala,+91 487 230 1122,09:00 AM - 08:30 PM,"Puncture repair, Wheel balancing",,,,,
7.11E+09,10.58533,76.02373,Madras Rubber Factory Tyres,"Madras Rubber Tyres & Tubeless Patch Hub, Guruvayur Road, Kunnamkulam, Kerala 680503",Kunnamkulam,Kerala,+91 94470 12345,08:30 AM - 08:30 PM,"Puncture repair, Tube patching",,,,,
7.12E+09,10.41192,76.17507,panchar works,"panchar works & Emergency Tubeless Repair, Thrissur Road, Pattambi, Palakkad, Kerala 679303",Pattambi,Kerala,+91 94471 23456,24 Hours,"Puncture repair, Tube repair",,,,,
7.12E+09,11.12048,76.12045,Hamriya Tyres,"Hamriya Tyres & Multi Brand Showroom, Calicut Road, Nilambur, Malappuram, Kerala 679329",Nilambur,Kerala,+91 4933 225678,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.16E+09,8.609906,76.99806,Tyre Repair,"Tyre Repairing Hub & Vulcanizing Unit, National Highway 66, Attingal, Thiruvananthapuram, Kerala 695101",Attingal,Kerala,+91 94473 45678,08:00 AM - 09:00 PM,"Puncture repair, Tubeless repair",,,,,
7.32E+09,9.538183,76.88756,Apollo Point,"Apollo Point - Exclusive Showroom, Poonjar Main Road, Erattupetta, Kottayam, Kerala 686121",Erattupetta,Kerala,+91 4828 202345,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.34E+09,8.995979,76.78443,Ir tyre world,"Ir tyre world & Tubeless Patch Hub, Main Road, Pathanamthitta, Kerala 689645",Pathanamthitta,Kerala,+91 474 245 1234,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
7.38E+09,10.68184,76.26811,General Motors,"General Motors Tyre Care Clinic, Shornur Road, Cheruthuruthy, Thrissur, Kerala 679531",Cheruthuruthy,Kerala,+91 94470 12345,08:30 AM - 08:30 PM,"Puncture repair, General service",,,,,
7.39E+09,11.05406,75.99606,Hi Tech Wheel Alignment,"Hi Tech Wheel Alignment & Tyre Lounge, Calicut Road, Perinthalmanna, Malappuram, Kerala 679322",Perinthalmanna,Kerala,+91 494 242 1234,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing, Tyre replacement",,,,,
7.39E+09,11.05139,75.98869,Excel Tyres,"Excel Tyres Multi Brand Showroom, Pattambi Road, Perinthalmanna, Malappuram, Kerala 679322",Perinthalmanna,Kerala,+91 494 243 5678,09:00 AM - 08:30 PM,"Puncture repair, Wheel alignment, Tyre replacement",,,,,
7.39E+09,11.05124,75.98593,Brothers Tyres,"Brothers Tyres & Heavy Vulcanizing Station, Calicut Road, Perinthalmanna, Kerala 679322",Perinthalmanna,Kerala,+91 494 242 9012,09:00 AM - 08:00 PM,"Puncture repair, Wheel balancing",,,,,
7.40E+09,11.36446,75.90987,badre tyre,"badre tyre works & Alignment Plaza, Calicut Road, Edavanna, Malappuram, Kerala 676541",Edavanna,Kerala,+91 94472 34567,08:00 AM - 09:00 PM,"Puncture repair, Tubeless repair",,,,,
7.46E+09,9.150059,76.73337,Kingson tyre Service,"Kingson tyre clinic & Tubeless Patch Hub, Main Road, Pandalam, Pathanamthitta, Kerala 689501",Pandalam,Kerala,+91 468 224 1234,08:30 AM - 08:00 PM,"Puncture repair, Tyre replacement",,,,,
